Order,Problem,Phase,Sub-Topic,Difficulty,LeetCode #,LeetCode URL,Status,Approaches Mastered,Target Complexity,Confidence,Key Intuition / Trap
113,Binary Tree Level Order Traversal,Phase 7: Trees & Advanced Structures,Binary Trees,Medium,102,https://leetcode.com/problems/binary-tree-level-order-traversal/,Not Started,Optimal,O(N) Time | O(N) Space,Unrated,Queue BFS; process level size: loop int sz = q.size().
114,Maximum Depth of Binary Tree,Phase 7: Trees & Advanced Structures,Binary Trees,Easy,104,https://leetcode.com/problems/maximum-depth-of-binary-tree/,Not Started,Optimal,O(N) Time | O(Height) Space,Unrated,1 + max(maxDepth(root->left) maxDepth(root->right)).
115,Diameter of Binary Tree,Phase 7: Trees & Advanced Structures,Binary Trees,Easy,543,https://leetcode.com/problems/diameter-of-binary-tree/,Not Started,Optimal,O(N) Time | O(Height) Space,Unrated,At each node diameter = leftHeight + rightHeight; return 1 + max(left right).
116,Balanced Binary Tree,Phase 7: Trees & Advanced Structures,Binary Trees,Easy,110,https://leetcode.com/problems/balanced-binary-tree/,Not Started,Optimal,O(N) Time | O(Height) Space,Unrated,Bottom-up check: return -1 immediately if subtree unbalanced or abs(lh - rh) > 1.
117,Lowest Common Ancestor of Binary Tree,Phase 7: Trees & Advanced Structures,Binary Trees,Medium,236,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/,Not Started,Optimal,O(N) Time | O(Height) Space,Unrated,If left and right subtrees both return target node current node is LCA!
118,Binary Tree Right Side View,Phase 7: Trees & Advanced Structures,Binary Trees,Medium,199,https://leetcode.com/problems/binary-tree-right-side-view/,Not Started,Optimal,O(N) Time | O(Height) Space,Unrated,Reverse preorder DFS (Root -> Right -> Left); add node if level == res.size().
119,Construct Binary Tree from Preorder and Inorder,Phase 7: Trees & Advanced Structures,Binary Trees,Medium,105,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/,Not Started,Optimal,O(N) Time | O(N) Space,Unrated,Preorder gives root; Inorder split into left/right subtrees via Hash Map index lookup.
120,Serialize and Deserialize Binary Tree,Phase 7: Trees & Advanced Structures,Binary Trees,Hard,297,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,Not Started,Optimal,O(N) Time | O(N) Space,Unrated,Preorder traversal with delimiters and '#' for null nodes; stringstream rebuild.
121,Binary Tree Maximum Path Sum,Phase 7: Trees & Advanced Structures,Binary Trees,Hard,124,https://leetcode.com/problems/binary-tree-maximum-path-sum/,Not Started,Optimal,O(N) Time | O(Height) Space,Unrated,Ignore negative subtree gains max(0 val); path sum = node->val + leftGain + rightGain.
122,Validate Binary Search Tree,Phase 7: Trees & Advanced Structures,BST,Medium,98,https://leetcode.com/problems/validate-binary-search-tree/,Not Started,Optimal,O(N) Time | O(Height) Space,Unrated,Range validation: minVal < node->val < maxVal with long long bounds.
123,Kth Smallest Element in a BST,Phase 7: Trees & Advanced Structures,BST,Medium,230,https://leetcode.com/problems/kth-smallest-element-in-a-bst/,Not Started,Optimal,O(H + K) Time | O(H) Space,Unrated,Inorder traversal of BST yields sorted values; stop at K-th element.
124,Lowest Common Ancestor of a BST,Phase 7: Trees & Advanced Structures,BST,Medium,235,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,Not Started,Optimal,O(H) Time | O(1) Space,Unrated,If p and q < curr move left; if both > curr move right; split point is LCA!
125,Binary Search Tree Iterator,Phase 7: Trees & Advanced Structures,BST,Medium,173,https://leetcode.com/problems/binary-search-tree-iterator/,Not Started,Optimal,O(1) Amortized | O(H) Space,Unrated,Controlled recursion with Stack; pushAllLeft(root); pop gives next smallest.
126,Recover Binary Search Tree,Phase 7: Trees & Advanced Structures,BST,Medium,99,https://leetcode.com/problems/recover-binary-search-tree/,Not Started,Optimal,O(N) Time | O(1) Space,Unrated,Morris Inorder traversal; identify first and second swapped anomalies where prev > curr.
127,Maximum Sum BST in Binary Tree,Phase 7: Trees & Advanced Structures,BST,Hard,1373,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/,Not Started,Optimal,O(N) Time | O(Height) Space,Unrated,Post-order traversal returning struct {isBST minVal maxVal sum}.
128,Implement Trie (Prefix Tree),Phase 7: Trees & Advanced Structures,Trie,Medium,208,https://leetcode.com/problems/implement-trie-prefix-tree/,Not Started,Optimal,O(WordLen) per op | O(TotalChars),Unrated,TrieNode with children[26] and isEndOfWord flag.
129,Design Add and Search Words Data Structure,Phase 7: Trees & Advanced Structures,Trie,Medium,211,https://leetcode.com/problems/design-add-and-search-words-data-structure/,Not Started,Optimal,O(WordLen) avg | O(TotalChars),Unrated,Trie + DFS when encountering wildcard '.'; branch across all 26 children.
130,Maximum XOR of Two Numbers in an Array,Phase 7: Trees & Advanced Structures,Trie,Medium,421,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/,Not Started,Optimal,O(32 * N) | O(32 * N) Space,Unrated,Bitwise Trie with 0 and 1 branches; greedily choose opposite bit 1 - bit.
131,Maximum XOR With an Element From Array,Phase 7: Trees & Advanced Structures,Trie,Hard,1707,https://leetcode.com/problems/maximum-xor-with-an-element-from-array/,Not Started,Optimal,O(Q log Q + N log N) | O(N),Unrated,Offline queries; sort queries by threshold m; insert numbers <= m into Bitwise Trie.
132,Range Sum Query - Mutable,Phase 7: Trees & Advanced Structures,Segment / Fenwick Tree,Medium,307,https://leetcode.com/problems/range-sum-query-mutable/,Not Started,Optimal,O(log N) Update & Query,Unrated,Binary Indexed Tree (Fenwick) or Segment Tree.
133,Count of Smaller Numbers After Self,Phase 7: Trees & Advanced Structures,Advanced Trees,Hard,315,https://leetcode.com/problems/count-of-smaller-numbers-after-self/,Not Started,Optimal,O(N log N) | O(N) Space,Unrated,Coordinate compression + Fenwick Tree right-to-left or Modified Merge Sort.
134,Reverse Pairs,Phase 7: Trees & Advanced Structures,Advanced Trees,Hard,493,https://leetcode.com/problems/reverse-pairs/,Not Started,Optimal,O(N log N) | O(N) Space,Unrated,Merge Sort counting: nums[i] > 2LL * nums[j] using Two Pointers before merge.
135,Kth Largest Element in an Array,Phase 8: Heaps & Priority Queues,Heap Basics,Medium,215,https://leetcode.com/problems/kth-largest-element-in-an-array/,Not Started,Optimal,O(N) QuickSelect or O(N log K),Unrated,Min-Heap of size K: top element is always K-th largest or QuickSelect partition.
136,Top K Frequent Elements,Phase 8: Heaps & Priority Queues,Heap Basics,Medium,347,https://leetcode.com/problems/top-k-frequent-elements/,Not Started,Optimal,O(N log K) or O(N) Bucket Sort,Unrated,Frequency map + Min-Heap of size K or Bucket Sort array indexed by frequency.
137,Top K Frequent Words,Phase 8: Heaps & Priority Queues,Heap Basics,Medium,692,https://leetcode.com/problems/top-k-frequent-words/,Not Started,Optimal,O(N log K) | O(N) Space,Unrated,Min-heap with custom comparator: lower frequency first; lexicographically larger word first.
138,Find Median from Data Stream,Phase 8: Heaps & Priority Queues,Two Heaps Pattern,Hard,295,https://leetcode.com/problems/find-median-from-data-stream/,Not Started,Optimal,O(log N) Insert O(1) Median,Unrated,Max-Heap (lower half) + Min-Heap (upper half); balance sizes within 1.
139,Sliding Window Median,Phase 8: Heaps & Priority Queues,Two Heaps Pattern,Hard,480,https://leetcode.com/problems/sliding-window-median/,Not Started,Optimal,O(N log K) | O(K) Space,Unrated,Two multisets (simulating heaps with lazy deletion) or hash-based lazy removal heap.
140,Task Scheduler,Phase 8: Heaps & Priority Queues,Greedy / Heap,Medium,621,https://leetcode.com/problems/task-scheduler/,Not Started,Optimal,O(N) Time | O(1) Space,Unrated,Max frequency element formula: (maxFreq - 1) * (n + 1) + maxCount.
141,Reorganize String,Phase 8: Heaps & Priority Queues,Greedy / Heap,Medium,767,https://leetcode.com/problems/reorganize-string/,Not Started,Optimal,O(N log A) | O(A) Space,Unrated,Max-Heap priority_queue; pop top 2 most frequent chars append both and push back.
142,Find K Pairs with Smallest Sums,Phase 8: Heaps & Priority Queues,K-Way Merge,Medium,373,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/,Not Started,Optimal,O(K log(min(N K))) | O(K),Unrated,Min-Heap initialized with {nums1[i] + nums2[0] i 0}; push next index {i j+1}.
143,IPO,Phase 8: Heaps & Priority Queues,Two Heaps Pattern,Hard,502,https://leetcode.com/problems/ipo/,Not Started,Optimal,O(N log N + K log N),Unrated,Sort projects by capital; Min-Heap for capital; Max-Heap for available profits.
144,Number of Islands,Phase 9: Graphs & Networks,Traversals,Medium,200,https://leetcode.com/problems/number-of-islands/,Not Started,Optimal,O(M * N) | O(M * N) Space,Unrated,Connected components via BFS/DFS; mark visited land '1' as water '0'.
145,Clone Graph,Phase 9: Graphs & Networks,Traversals,Medium,133,https://leetcode.com/problems/clone-graph/,Not Started,Optimal,O(V + E) | O(V) Space,Unrated,DFS/BFS with unordered_map<Node* Node*> tracking original-to-clone mapping.
146,Rotting Oranges,Phase 9: Graphs & Networks,BFS Shortest Path,Medium,994,https://leetcode.com/problems/rotting-oranges/,Not Started,Optimal,O(M * N) | O(M * N) Space,Unrated,Multi-source BFS; push all initial rotten oranges to queue simultaneously.
147,Is Graph Bipartite?,Phase 9: Graphs & Networks,Traversals,Medium,785,https://leetcode.com/problems/is-graph-bipartite/,Not Started,Optimal,O(V + E) | O(V) Space,Unrated,2-coloring using BFS/DFS; odd length cycle means not bipartite.
148,Pacific Atlantic Water Flow,Phase 9: Graphs & Networks,Traversals,Medium,417,https://leetcode.com/problems/pacific-atlantic-water-flow/,Not Started,Optimal,O(M * N) | O(M * N) Space,Unrated,Reverse thinking: water flows UPWARD from Pacific and Atlantic borders; find intersection.
149,Surrounded Regions,Phase 9: Graphs & Networks,Traversals,Medium,130,https://leetcode.com/problems/surrounded-regions/,Not Started,Optimal,O(M * N) | O(M * N) Space,Unrated,DFS from border 'O's and mark as safe '#'; flip remaining 'O's to 'X'.
150,Word Ladder,Phase 9: Graphs & Networks,BFS Shortest Path,Hard,127,https://leetcode.com/problems/word-ladder/,Not Started,Optimal,O(N * 26 * L) | O(N * L),Unrated,Shortest path in unweighted graph = BFS; mutate each character 'a'..'z'.
151,Course Schedule,Phase 9: Graphs & Networks,Topological Sort,Medium,207,https://leetcode.com/problems/course-schedule/,Not Started,Optimal,O(V + E) | O(V + E) Space,Unrated,Cycle detection in directed graph: Kahn BFS in-degree algorithm or DFS recursion stack.
152,Course Schedule II,Phase 9: Graphs & Networks,Topological Sort,Medium,210,https://leetcode.com/problems/course-schedule-ii/,Not Started,Optimal,O(V + E) | O(V + E) Space,Unrated,Kahn BFS in-degree topological sort; if topo.size() == numCourses return order.
153,Alien Dictionary,Phase 9: Graphs & Networks,Topological Sort,Hard,269,https://leetcode.com/problems/alien-dictionary/,Not Started,Optimal,O(TotalChars) | O(Alphabet),Unrated,Compare adjacent words to find first differing char -> build directed edge; TopoSort.
154,Minimum Height Trees,Phase 9: Graphs & Networks,Topological Sort,Medium,310,https://leetcode.com/problems/minimum-height-trees/,Not Started,Optimal,O(V) Time | O(V) Space,Unrated,Trim leaf nodes (degree 1) layer by layer inward; centroids are 1 or 2 nodes remaining.
155,Network Delay Time,Phase 9: Graphs & Networks,Shortest Path,Medium,743,https://leetcode.com/problems/network-delay-time/,Not Started,Optimal,O((V + E) log V) Dijkstra,Unrated,Dijkstra algorithm with Min-Heap; answer is max distance across all nodes.
156,Cheapest Flights Within K Stops,Phase 9: Graphs & Networks,Shortest Path,Medium,787,https://leetcode.com/problems/cheapest-flights-within-k-stops/,Not Started,Optimal,O(K * E) Bellman-Ford,Unrated,Bellman-Ford relaxed exactly K + 1 times using snapshot of previous distances.
157,Path With Minimum Effort,Phase 9: Graphs & Networks,Shortest Path,Medium,1631,https://leetcode.com/problems/path-with-minimum-effort/,Not Started,Optimal,O(R * C log(R * C)) Dijkstra,Unrated,Dijkstra min-heap where distance metric is max(dist[u] abs(height[u] - height[v])).
158,Swim in Rising Water,Phase 9: Graphs & Networks,Shortest Path,Hard,778,https://leetcode.com/problems/swim-in-rising-water/,Not Started,Optimal,O(N^2 log N) Dijkstra,Unrated,Dijkstra min-heap minimizing max elevation seen along the path or Binary Search on time.
159,Redundant Connection,Phase 9: Graphs & Networks,DSU / Union-Find,Medium,684,https://leetcode.com/problems/redundant-connection/,Not Started,Optimal,O(N * alpha(N)) | O(N),Unrated,DSU: if find(u) == find(v) edge (u v) creates a cycle and is redundant!
160,Number of Provinces,Phase 9: Graphs & Networks,DSU / Union-Find,Medium,547,https://leetcode.com/problems/number-of-provinces/,Not Started,Optimal,O(N^2 * alpha(N)) | O(N),Unrated,Count distinct parent roots using DSU with path compression.
161,Accounts Merge,Phase 9: Graphs & Networks,DSU / Union-Find,Medium,721,https://leetcode.com/problems/accounts-merge/,Not Started,Optimal,O(N * alpha(N) + E log E),Unrated,Union email to first email of account; group emails by DSU leader; sort emails.
162,Min Cost to Connect All Points,Phase 9: Graphs & Networks,MST,Medium,1584,https://leetcode.com/problems/min-cost-to-connect-all-points/,Not Started,Optimal,O(N^2) Prim or O(E log E) Kruskal,Unrated,Manhattan distance MST: Kruskal with DSU or Prim algorithm.
163,Critical Connections in a Network,Phase 9: Graphs & Networks,Bridges & SCC,Hard,1192,https://leetcode.com/problems/critical-connections-in-a-network/,Not Started,Optimal,O(V + E) | O(V + E) Space,Unrated,Tarjan Algorithm: edge (u v) is a bridge if low[v] > tin[u].
164,Climbing Stairs,Phase 10: Dynamic Programming,1D Linear DP,Easy,70,https://leetcode.com/problems/climbing-stairs/,Not Started,Optimal,O(N) Time | O(1) Space,Unrated,Fibonacci recurrence: dp[i] = dp[i-1] + dp[i-2].
165,Min Cost Climbing Stairs,Phase 10: Dynamic Programming,1D Linear DP,Easy,746,https://leetcode.com/problems/min-cost-climbing-stairs/,Not Started,Optimal,O(N) Time | O(1) Space,Unrated,dp[i] = cost[i] + min(dp[i-1] dp[i-2]); space optimize with 2 variables.
166,House Robber,Phase 10: Dynamic Programming,1D Linear DP,Medium,198,https://leetcode.com/problems/house-robber/,Not Started,Optimal,O(N) Time | O(1) Space,Unrated,dp[i] = max(dp[i-1] nums[i] + dp[i-2]); maintain prev1 and prev2.
167,House Robber II,Phase 10: Dynamic Programming,1D Linear DP,Medium,213,https://leetcode.com/problems/house-robber-ii/,Not Started,Optimal,O(N) Time | O(1) Space,Unrated,Circular houses: max of rob(houses 0..N-2) and rob(houses 1..N-1).
168,Decode Ways,Phase 10: Dynamic Programming,1D Linear DP,Medium,91,https://leetcode.com/problems/decode-ways/,Not Started,Optimal,O(N) Time | O(1) Space,Unrated,Single digit 1..9: add dp[i-1]; two digits 10..26: add dp[i-2].
169,Word Break,Phase 10: Dynamic Programming,1D Linear DP,Medium,139,https://leetcode.com/problems/word-break/,Not Started,Optimal,O(N^2 * L) | O(N) Space,Unrated,dp[i] = true if dp[j] == true && wordDict.contains(s[j..i-1]).
170,Coin Change (Min Coins),Phase 10: Dynamic Programming,Knapsack Patterns,Medium,322,https://leetcode.com/problems/coin-change/,Not Started,Optimal,O(N * Amount) | O(Amount),Unrated,Unbounded knapsack: dp[amount] = min(dp[amount] 1 + dp[amount - coin]).
171,Coin Change II (Total Ways),Phase 10: Dynamic Programming,Knapsack Patterns,Medium,518,https://leetcode.com/problems/coin-change-ii/,Not Started,Optimal,O(N * Amount) | O(Amount),Unrated,Combinations: outer loop coins inner loop amount from coin to total.
172,Partition Equal Subset Sum,Phase 10: Dynamic Programming,Knapsack Patterns,Medium,416,https://leetcode.com/problems/partition-equal-subset-sum/,Not Started,Optimal,O(N * Sum) | O(Sum) Space,Unrated,0/1 Knapsack: target = totalSum / 2; backwards loop to prevent reuse.
173,Target Sum,Phase 10: Dynamic Programming,Knapsack Patterns,Medium,494,https://leetcode.com/problems/target-sum/,Not Started,Optimal,O(N * Sum) | O(Sum) Space,Unrated,Transform to subset sum: (totalSum + target) / 2.
174,Unique Paths,Phase 10: Dynamic Programming,2D & Grid DP,Medium,62,https://leetcode.com/problems/unique-paths/,Not Started,Optimal,O(M * N) | O(N) Space,Unrated,dp[r][c] = dp[r-1][c] + dp[r][c-1]; space optimize to 1D row vector.
175,Unique Paths II,Phase 10: Dynamic Programming,2D & Grid DP,Medium,63,https://leetcode.com/problems/unique-paths-ii/,Not Started,Optimal,O(M * N) | O(N) Space,Unrated,If grid[r][c] == 1 obstacle set dp[c] = 0; else dp[c] += dp[c-1].
176,Minimum Path Sum,Phase 10: Dynamic Programming,2D & Grid DP,Medium,64,https://leetcode.com/problems/minimum-path-sum/,Not Started,Optimal,O(M * N) | O(N) Space,Unrated,dp[r][c] = grid[r][c] + min(dp[r-1][c] dp[r][c-1]).
177,Maximal Square,Phase 10: Dynamic Programming,2D & Grid DP,Medium,221,https://leetcode.com/problems/maximal-square/,Not Started,Optimal,O(M * N) | O(N) Space,Unrated,If matrix[r][c] == '1': dp[r][c] = 1 + min({dp[r-1][c] dp[r][c-1] dp[r-1][c-1]}).
178,Longest Common Subsequence,Phase 10: Dynamic Programming,String DP,Medium,1143,https://leetcode.com/problems/longest-common-subsequence/,Not Started,Optimal,O(N * M) | O(M) Space,Unrated,Match: 1 + dp[i-1][j-1]; mismatch: max(dp[i-1][j] dp[i][j-1]).
179,Edit Distance,Phase 10: Dynamic Programming,String DP,Medium,72,https://leetcode.com/problems/edit-distance/,Not Started,Optimal,O(N * M) | O(M) Space,Unrated,Mismatch: 1 + min({delete: dp[i-1][j] insert: dp[i][j-1] replace: dp[i-1][j-1]}).
180,Distinct Subsequences,Phase 10: Dynamic Programming,String DP,Hard,115,https://leetcode.com/problems/distinct-subsequences/,Not Started,Optimal,O(N * M) | O(M) Space,Unrated,If s[i-1] == t[j-1]: dp[j] += dp[j-1] (backwards loop in space-optimized DP).
181,Regular Expression Matching,Phase 10: Dynamic Programming,String DP,Hard,10,https://leetcode.com/problems/regular-expression-matching/,Not Started,Optimal,O(N * M) | O(N * M) Space,Unrated,Handle '*' star: zero occurrences dp[i][j-2] or one+ occurrences (if match) dp[i-1][j].
182,Wildcard Matching,Phase 10: Dynamic Programming,String DP,Hard,44,https://leetcode.com/problems/wildcard-matching/,Not Started,Optimal,O(N * M) | O(M) Space,Unrated,If p[j-1] == '*': dp[i][j] = dp[i-1][j] (match 1+) || dp[i][j-1] (match 0).
183,Longest Increasing Subsequence,Phase 10: Dynamic Programming,LIS Pattern,Medium,300,https://leetcode.com/problems/longest-increasing-subsequence/,Not Started,Optimal,O(N log N) | O(N) Space,Unrated,Patience sorting: maintain tails array and replace via std::lower_bound.
184,Russian Doll Envelopes,Phase 10: Dynamic Programming,LIS Pattern,Hard,354,https://leetcode.com/problems/russian-doll-envelopes/,Not Started,Optimal,O(N log N) | O(N) Space,Unrated,Sort width ascending; height descending (avoids equal width nesting); LIS on heights.
185,Longest Bitonic Subsequence,Phase 10: Dynamic Programming,LIS Pattern,Hard,1671,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array/,Not Started,Optimal,O(N log N) | O(N) Space,Unrated,LIS from left (increasing) + LIS from right (decreasing); max(lisLeft[i] + lisRight[i] - 1).
186,Burst Balloons,Phase 10: Dynamic Programming,Interval DP / MCM,Hard,312,https://leetcode.com/problems/burst-balloons/,Not Started,Optimal,O(N^3) Time | O(N^2) Space,Unrated,Think backwards: balloon k is the LAST to burst in range [i j].
187,Minimum Cost to Cut a Stick,Phase 10: Dynamic Programming,Interval DP / MCM,Hard,1547,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/,Not Started,Optimal,O(C^3) Time | O(C^2) Space,Unrated,Sort cuts add [0 n]; dp[i][j] = cuts[j] - cuts[i] + min_{k} (dp[i][k] + dp[k][j]).
188,Shortest Path Visiting All Nodes,Phase 10: Dynamic Programming,DP with Bitmasking,Hard,847,https://leetcode.com/problems/shortest-path-visiting-all-nodes/,Not Started,Optimal,O(N^2 * 2^N) BFS/DP,Unrated,BFS on state tuple (node mask); mask == (1 << n) - 1 is target.
189,All O`one Data Structure,Phase 11: System Design Structures,Complex Systems,Hard,432,https://leetcode.com/problems/all-oone-data-structure/,Not Started,Optimal,O(1) All Operations,Unrated,Doubly Linked List of Count Buckets with unordered_set<string> + Hash Map iterator.
190,Time Based Key-Value Store,Phase 11: System Design Structures,Complex Systems,Medium,981,https://leetcode.com/problems/time-based-key-value-store/,Not Started,Optimal,O(log N) Get O(1) Set,Unrated,unordered_map<string vector<pair<timestamp val>>> + std::upper_bound binary search.
191,Snapshot Array,Phase 11: System Design Structures,Complex Systems,Medium,1146,https://leetcode.com/problems/snapshot-array/,Not Started,Optimal,O(1) Snap O(log S) Get,Unrated,Store history vector of {snap_id val} per index; binary search get via upper_bound.
192,Insert Delete GetRandom O(1),Phase 11: System Design Structures,Complex Systems,Medium,380,https://leetcode.com/problems/insert-delete-getrandom-o1/,Not Started,Optimal,O(1) All Operations,Unrated,Dynamic vector + Hash Map val->index; swap element to delete with back() then pop_back().
193,Design Twitter,Phase 11: System Design Structures,Complex Systems,Medium,355,https://leetcode.com/problems/design-twitter/,Not Started,Optimal,O(Followees log Followees),Unrated,User follow graph + Min/Max heap K-way merge of tweets from followees.
194,Maximum Frequency Stack,Phase 11: System Design Structures,Complex Systems,Hard,895,https://leetcode.com/problems/maximum-frequency-stack/,Not Started,Optimal,O(1) Push and Pop,Unrated,valToFreq map + freqToStack (stack of elements per frequency) + maxFreq counter.
